YEAR,ORIGIN_NAME,RUN_TYPE_NAME,SPECIES_NAME,RETURNS_FORECASTS_STOCK_NAME,IS_UPRIVER,FISH_ORIGIN_NAME,FIN_CLIP_NAME,COUNT,RETURNS_FORECASTS_COUNT_TYPE_NAME,RETURNS_FORECASTS_SOURCE_NAME,COMMENT,CREATED_BY,CREATED_DATETIME,LAST_MODIFIED_DATETIME,LAST_MODIFIED_BY
2009,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,2700,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2009,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,298900,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2010,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,5700,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2010,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,470000,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2011,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,2000,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2011,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,198400,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2012,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,2800,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2012,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,314200,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2013,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,1600,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2013,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,141400,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2014,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,3700,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2014,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,227000,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2015,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,4500,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2015,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,232500,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2016,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,5000,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2016,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,188800,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2017,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,3300,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2017,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,160400,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2018,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,3400,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2018,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,166700,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2019,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,2100,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2019,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,99300,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2020,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,2300,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2020,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,81700,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2021,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,2200,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2021,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,75200,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1980,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1981,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1982,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1983,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1984,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1985,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1986,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1987,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1988,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1989,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1990,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1991,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1992,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1993,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1994,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1995,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1996,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1997,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1998,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1999,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2000,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2001,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2002,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2003,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2004,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,,Predicted,,Forecast: June 1 - July 31. Not same period as actual returns,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2005,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,62400,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2006,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,49000,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2007,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,45600,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2008,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,52000,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2009,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,70700,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2010,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,88800,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2011,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,91100,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2012,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,91200,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2013,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,73500,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2014,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,67500,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2015,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,73000,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2016,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,93300,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2017,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,63100,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2018,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,67300,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2019,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,36300,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2020,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,38300,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2021,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,78800,Predicted,,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1980,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1980,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1980,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1980,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1980,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1981,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1981,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1981,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1981,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1981,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1982,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1982,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1982,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1982,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1982,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1983,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1983,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1983,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1983,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1983,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1984,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1984,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1984,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1984,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1984,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1985,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1985,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1985,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1985,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1985,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1986,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1986,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1986,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1986,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1986,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1987,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1987,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1987,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1987,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1987,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1988,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1988,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1988,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1988,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1988,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1989,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1989,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1989,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1989,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1989,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1990,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1990,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1990,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1990,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1990,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1991,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1991,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1991,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1991,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1991,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1992,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1992,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
